Player Name,Player ID,Date,Team,OPP,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,IBB,SO,NP-S,AVG,WHIP,GO/AO
gregory santos,666619,Apr 16,CWS,vs BAL,0,0,4.50,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,13-10,.379,2.17,1.40
gregory santos,666619,Apr 18,CWS,vs PHI,0,0,3.86,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,16-7,.355,2.00,1.17
gregory santos,666619,Apr 19,CWS,vs PHI,0,0,3.00,1,0,0,0,0,0,2.0,0,0,0,0,0,0,0,4,25-17,.297,1.56,1.50
gregory santos,666619,Apr 22,CWS,@ TB,0,0,2.45,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,1,21-16,.273,1.36,2.33
gregory santos,666619,Apr 24,CWS,@ TOR,0,0,2.25,1,0,0,0,0,0,1.0,1,0,0,0,0,2,0,1,27-14,.271,1.50,2.14
gregory santos,666619,Apr 26,CWS,@ TOR,0,0,2.08,1,0,0,0,0,0,1.0,2,1,0,0,0,0,0,2,17-11,.283,1.54,1.88
gregory santos,666619,Apr 27,CWS,vs TB,0,0,2.03,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,7-4,.278,1.50,1.88
gregory santos,666619,Apr 30,CWS,vs TB,0,0,1.88,1,0,0,0,0,0,1.0,1,0,0,0,1,0,0,0,11-8,.281,1.47,1.78
gregory santos,666619,May 2,CWS,vs MIN,0,0,1.76,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,16-9,.267,1.37,1.33
gregory santos,666619,May 3,CWS,vs MIN,1,0,1.62,1,0,0,0,0,0,1.1,3,0,0,0,0,0,0,1,21-15,.288,1.44,1.50
gregory santos,666619,May 6,CWS,@ CIN,0,0,2.04,1,0,0,0,0,0,1.0,2,1,1,0,0,0,0,1,21-13,.296,1.47,1.46
gregory santos,666619,May 8,CWS,@ KC,0,0,1.93,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,13-10,.293,1.45,1.62
gregory santos,666619,May 11,CWS,@ KC,0,0,1.83,1,0,0,0,0,0,1.0,1,0,0,0,1,0,0,1,15-10,.291,1.42,1.57
gregory santos,666619,May 12,CWS,vs HOU,0,0,2.57,1,0,0,0,0,0,1.1,3,2,2,0,0,0,0,1,20-16,.302,1.48,1.60
gregory santos,666619,May 14,CWS,vs HOU,0,0,2.45,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,15-10,.300,1.45,1.56
gregory santos,666619,May 18,CWS,vs CLE,0,0,2.35,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,16-13,.298,1.43,1.75
gregory santos,666619,May 22,CWS,@ CLE,0,0,2.59,1,0,0,0,0,0,1.1,1,1,1,1,0,0,0,1,22-13,.293,1.40,1.76
gregory santos,666619,May 25,CWS,@ DET,0,0,2.45,1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,3,16-11,.282,1.32,1.82
gregory santos,666619,May 27,CWS,@ DET,0,0,2.33,1,0,0,0,0,0,1.1,0,0,0,0,0,2,0,0,25-14,.271,1.33,2.06
gregory santos,666619,May 29,CWS,vs LAA,0,0,2.20,1,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,15-11,.259,1.26,1.85
gregory santos,666619,Jun 3,CWS,vs DET,0,0,2.12,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,2,12-9,.259,1.25,1.90
gregory santos,666619,Jun 8,CWS,@ NYY,1,0,2.05,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,7-5,.252,1.21,1.90
gregory santos,666619,Jun 10,CWS,vs MIA,0,0,1.95,1,0,0,0,0,0,1.2,2,0,0,0,0,1,0,1,27-17,.254,1.24,1.71
gregory santos,666619,Jun 14,CWS,@ LAD,0,0,2.76,1,0,0,0,0,0,0.1,3,3,3,0,0,0,0,1,9-8,.269,1.32,1.71
gregory santos,666619,Jun 15,CWS,@ LAD,0,0,2.67,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,17-10,.263,1.28,1.64
gregory santos,666619,Jun 17,CWS,@ SEA,0,0,2.52,1,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2,19-17,.252,1.21,1.59
gregory santos,666619,Jun 20,CWS,vs TEX,0,0,2.89,1,0,0,0,0,0,1.2,2,2,2,0,0,0,0,1,29-22,.252,1.21,1.68
gregory santos,666619,Jun 23,CWS,vs BOS,0,0,2.82,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,9-8,.247,1.17,1.62
gregory santos,666619,Jun 24,CWS,vs BOS,0,0,2.75,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,20-13,.247,1.17,1.60
gregory santos,666619,Jun 27,CWS,@ LAA,0,0,2.70,1,0,0,0,0,0,0.2,1,0,0,0,0,1,0,1,18-9,.248,1.20,1.55
gregory santos,666619,Jun 29,CWS,@ LAA,0,0,2.63,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,14-10,.244,1.17,1.61
gregory santos,666619,Jul 1,CWS,@ OAK,0,0,2.59,1,0,0,0,0,0,0.2,1,0,0,0,0,1,0,1,18-12,.245,1.20,1.65
gregory santos,666619,Jul 2,CWS,@ OAK,0,0,2.95,1,0,0,0,1,1,1.0,3,2,2,0,0,0,0,1,14-11,.254,1.24,1.63
gregory santos,666619,Jul 6,CWS,vs TOR,0,0,2.89,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,12-8,.250,1.21,1.64
gregory santos,666619,Jul 7,CWS,vs STL,0,0,2.82,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,1,20-13,.254,1.23,1.62
gregory santos,666619,Jul 9,CWS,vs STL,0,0,2.76,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,14-10,.256,1.23,1.57
gregory santos,666619,Jul 15,CWS,@ ATL,0,0,2.66,1,0,0,0,0,0,1.2,1,0,0,0,0,0,0,2,24-18,.253,1.20,1.66
gregory santos,666619,Jul 20,CWS,@ NYM,0,0,2.63,1,0,0,0,0,0,0.2,1,0,0,0,0,0,0,1,11-9,.254,1.21,1.61
gregory santos,666619,Jul 22,CWS,@ MIN,0,0,2.59,1,0,0,0,0,1,0.2,2,0,0,0,0,1,0,1,18-10,.259,1.25,1.64
gregory santos,666619,Jul 27,CWS,vs CLE,0,0,2.68,1,0,0,0,0,0,1.2,2,1,1,0,0,0,0,1,16-12,.260,1.25,1.54
gregory santos,666619,Jul 28,CWS,vs CLE,0,0,2.63,1,0,0,0,1,1,1.0,1,0,0,0,1,0,0,2,17-12,.260,1.25,1.50
gregory santos,666619,Aug 3,CWS,@ TEX,0,0,2.75,1,0,0,0,0,0,1.0,3,1,1,0,0,0,0,1,18-13,.267,1.28,1.49
gregory santos,666619,Aug 9,CWS,vs NYY,0,0,2.65,1,0,0,0,1,1,2.0,0,0,0,0,0,1,0,2,31-18,.259,1.25,1.47
gregory santos,666619,Aug 11,CWS,vs MIL,0,0,2.60,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,12-9,.259,1.25,1.48
gregory santos,666619,Aug 15,CWS,@ CHC,0,0,2.53,1,0,0,0,1,1,1.2,0,0,0,0,0,0,0,3,16-13,.253,1.21,1.52
gregory santos,666619,Aug 16,CWS,@ CHC,0,1,3.00,1,0,0,0,0,1,0.0,2,3,3,1,0,1,0,0,11-5,.260,1.26,1.52
gregory santos,666619,Aug 20,CWS,@ COL,0,0,2.93,1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1,16-13,.255,1.23,1.53
gregory santos,666619,Aug 23,CWS,vs SEA,0,0,3.32,1,0,0,0,0,1,1.1,4,3,3,0,1,1,0,2,36-23,.264,1.29,1.47
gregory santos,666619,Aug 30,CWS,@ BAL,0,0,3.26,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,1,20-14,.267,1.30,1.49
gregory santos,666619,Sep 3,CWS,vs DET,0,0,3.21,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,15-9,.264,1.28,1.51
gregory santos,666619,Sep 5,CWS,@ KC,0,1,3.18,1,0,0,0,0,1,0.2,2,2,0,0,0,1,1,0,14-9,.267,1.32,1.52
gregory santos,666619,Sep 6,CWS,@ KC,0,0,3.14,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,10-6,.265,1.30,1.46
gregory santos,666619,Sep 10,CWS,@ DET,0,0,3.09,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,14-9,.261,1.28,1.47
gregory santos,666619,Sep 12,CWS,vs KC,0,0,3.03,1,0,0,0,1,1,1.1,0,0,0,0,0,0,0,2,13-10,.257,1.26,1.46
brusdar graterol,660813,Apr 2,LAD,vs AZ,0,1,9.00,1,0,0,0,0,0,1.0,4,1,1,0,0,0,0,0,21-11,.667,4.00,1.00
brusdar graterol,660813,Apr 4,LAD,vs COL,0,0,4.50,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,6-4,.444,2.00,0.25
brusdar graterol,660813,Apr 7,LAD,@ AZ,0,0,3.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,9-6,.333,1.33,0.75
brusdar graterol,660813,Apr 8,LAD,@ AZ,0,0,6.75,1,0,0,0,0,0,1.0,2,2,2,0,0,0,0,1,16-12,.375,1.50,0.80
brusdar graterol,660813,Apr 11,LAD,@ SF,0,0,6.23,1,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,11-5,.353,1.62,1.00
brusdar graterol,660813,Apr 14,LAD,vs CHC,0,0,5.06,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,8-6,.300,1.31,1.00
brusdar graterol,660813,Apr 16,LAD,vs CHC,0,0,4.05,1,0,0,0,0,0,1.1,1,0,0,0,0,0,0,3,20-16,.280,1.20,1.17
brusdar graterol,660813,Apr 18,LAD,vs NYM,0,0,3.52,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,12-7,.250,1.04,1.00
brusdar graterol,660813,Apr 20,LAD,@ CHC,0,0,3.12,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,7-7,.226,0.92,0.88
brusdar graterol,660813,Apr 23,LAD,@ CHC,0,0,2.53,1,0,0,0,1,1,2.0,3,0,0,0,0,0,0,0,28-19,.256,1.03,1.22
brusdar graterol,660813,Apr 28,LAD,vs STL,0,0,2.45,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1-1,.250,1.00,1.10
brusdar graterol,660813,Apr 29,LAD,vs STL,0,0,2.25,1,0,0,0,1,1,1.0,1,0,0,0,0,0,0,0,9-8,.250,1.00,1.18
brusdar graterol,660813,Apr 30,LAD,vs STL,0,0,2.19,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,5-3,.244,0.97,1.27
brusdar graterol,660813,May 3,LAD,vs PHI,1,0,2.77,1,0,0,0,0,1,0.2,2,1,1,0,0,1,0,1,23-14,.265,1.15,1.36
brusdar graterol,660813,May 6,LAD,@ SD,0,0,3.21,1,0,0,0,0,0,1.0,2,1,1,0,0,0,0,0,16-12,.278,1.21,1.64
brusdar graterol,660813,May 9,LAD,@ MIL,0,0,3.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,2,31-20,.271,1.27,1.82
brusdar graterol,660813,May 13,LAD,vs SD,0,0,2.87,1,0,0,0,0,0,0.2,2,0,0,0,0,0,0,0,15-11,.286,1.34,2.00
brusdar graterol,660813,May 14,LAD,vs SD,0,0,2.81,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,3-3,.281,1.31,2.09
brusdar graterol,660813,May 17,LAD,vs MIN,1,0,2.60,1,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1,16-12,.265,1.21,2.08
brusdar graterol,660813,May 19,LAD,@ STL,0,0,2.45,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,11-9,.268,1.20,2.00
brusdar graterol,660813,May 22,LAD,@ ATL,0,0,2.29,1,0,0,0,1,1,1.1,1,0,0,0,0,0,0,1,17-10,.263,1.17,2.23
brusdar graterol,660813,May 23,LAD,@ ATL,0,0,2.18,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,19-13,.263,1.16,2.14
brusdar graterol,660813,May 27,LAD,@ TB,0,0,2.08,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,19-13,.253,1.11,2.07
brusdar graterol,660813,May 28,LAD,@ TB,0,0,1.99,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,1,17-13,.261,1.15,2.00
brusdar graterol,660813,May 31,LAD,vs WSH,0,1,1.90,1,0,0,0,0,0,1.0,1,3,0,1,1,0,0,1,16-13,.258,1.14,2.19
brusdar graterol,660813,Jun 4,LAD,vs NYY,0,0,1.82,1,0,0,0,0,0,1.0,2,1,0,0,0,0,0,2,16-13,.265,1.18,2.25
brusdar graterol,660813,Jun 6,LAD,@ CIN,0,0,2.10,1,0,0,0,0,0,1.0,4,1,1,0,0,0,0,0,18-15,.288,1.29,2.38
brusdar graterol,660813,Jun 7,LAD,@ CIN,0,0,2.03,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,1,16-11,.296,1.31,2.44
brusdar graterol,660813,Jun 11,LAD,@ PHI,0,0,1.95,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,7-6,.288,1.27,2.41
brusdar graterol,660813,Jun 13,LAD,vs CWS,0,0,1.91,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,4-3,.286,1.24,2.33
brusdar graterol,660813,Jun 14,LAD,vs CWS,0,0,1.86,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,7-5,.283,1.21,2.39
brusdar graterol,660813,Jun 16,LAD,vs SF,0,0,2.40,1,0,0,0,0,0,1.0,2,2,2,1,0,0,0,2,20-14,.288,1.23,2.44
brusdar graterol,660813,Jun 21,LAD,@ LAA,0,0,2.25,1,1,0,0,0,0,2.0,0,0,0,0,0,1,0,3,29-17,.274,1.19,2.61
brusdar graterol,660813,Jun 23,LAD,vs HOU,0,0,2.18,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,7-5,.268,1.15,2.78
brusdar graterol,660813,Jun 25,LAD,vs HOU,0,0,2.12,1,0,0,0,0,0,1.0,1,1,0,0,0,1,0,0,11-7,.269,1.18,2.68
brusdar graterol,660813,Jun 27,LAD,@ COL,0,0,2.06,1,0,0,0,0,0,1.0,2,0,0,0,0,0,0,0,19-14,.276,1.20,2.79
brusdar graterol,660813,Jul 1,LAD,@ KC,0,0,2.00,1,0,0,0,0,0,1.0,1,0,0,0,0,1,0,0,14-7,.277,1.22,2.89
brusdar graterol,660813,Jul 3,LAD,vs PIT,0,0,1.95,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,10-6,.271,1.19,2.85
brusdar graterol,660813,Jul 6,LAD,vs PIT,0,0,1.89,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,7-6,.273,1.18,2.90
brusdar graterol,660813,Jul 7,LAD,vs LAA,0,0,1.85,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,16-12,.272,1.18,2.81
brusdar graterol,660813,Jul 15,LAD,@ NYM,1,0,1.80,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0,11-4,.268,1.18,2.73
brusdar graterol,660813,Jul 16,LAD,@ NYM,0,0,1.79,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1-1,.267,1.17,2.77
brusdar graterol,660813,Jul 21,LAD,@ TEX,0,0,1.74,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,13-7,.261,1.14,2.74
brusdar graterol,660813,Jul 24,LAD,vs TOR,0,0,1.91,1,0,0,0,0,0,1.0,1,1,1,1,0,0,0,3,20-14,.261,1.13,2.74
brusdar graterol,660813,Jul 25,LAD,vs TOR,1,0,1.87,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,10-9,.263,1.13,2.63
brusdar graterol,660813,Jul 29,LAD,vs CIN,0,0,1.80,1,0,0,0,0,0,1.2,1,0,0,0,0,0,0,1,22-17,.259,1.11,2.50
brusdar graterol,660813,Aug 1,LAD,vs OAK,0,0,1.76,1,0,0,0,0,0,1.0,0,0,0,0,0,2,0,0,19-9,.254,1.13,2.62
brusdar graterol,660813,Aug 5,LAD,@ SD,0,0,1.71,1,0,0,0,0,0,1.1,1,0,0,0,0,0,0,1,13-10,.254,1.12,2.69
brusdar graterol,660813,Aug 6,LAD,@ SD,0,0,1.68,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,6-5,.250,1.10,2.67
brusdar graterol,660813,Aug 8,LAD,@ AZ,0,0,1.65,1,0,0,0,0,0,0.2,2,0,0,0,0,0,0,1,15-9,.256,1.12,2.57
brusdar graterol,660813,Aug 10,LAD,vs COL,0,0,1.62,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,1,13-9,.251,1.10,2.64
brusdar graterol,660813,Aug 12,LAD,vs COL,0,0,1.59,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,11-6,.247,1.08,2.71
brusdar graterol,660813,Aug 16,LAD,vs MIL,0,0,1.56,1,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0,7-5,.245,1.06,2.79
brusdar graterol,660813,Aug 19,LAD,vs MIA,0,0,1.53,1,0,0,0,1,1,1.0,2,0,0,0,0,0,0,0,21-14,.249,1.08,2.89
brusdar graterol,660813,Aug 23,LAD,@ CLE,0,0,1.50,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,1,20-13,.246,1.07,2.93
brusdar graterol,660813,Aug 25,LAD,@ BOS,0,0,1.46,1,0,0,0,0,0,1.2,2,0,0,0,0,0,0,2,31-18,.248,1.08,2.90
brusdar graterol,660813,Aug 31,LAD,vs ATL,0,0,1.43,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,13-10,.248,1.08,2.74
brusdar graterol,660813,Sep 2,LAD,vs ATL,0,0,1.40,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,12-7,.244,1.06,2.81
brusdar graterol,660813,Sep 3,LAD,vs ATL,0,0,1.38,1,0,0,0,1,1,1.0,1,0,0,0,0,1,0,1,21-12,.245,1.07,2.84
brusdar graterol,660813,Sep 9,LAD,@ WSH,0,0,1.36,1,0,0,0,0,0,1.0,1,0,0,0,0,1,1,0,14-11,.244,1.09,2.97
brusdar graterol,660813,Sep 10,LAD,@ WSH,0,0,1.34,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,8-7,.241,1.07,2.79
brusdar graterol,660813,Sep 15,LAD,@ SEA,0,0,1.32,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,6-4,.239,1.06,2.74
brusdar graterol,660813,Sep 16,LAD,@ SEA,0,0,1.30,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,11-7,.236,1.04,2.69
brusdar graterol,660813,Sep 19,LAD,vs DET,0,0,1.28,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,13-9,.232,1.03,2.57
brusdar graterol,660813,Sep 20,LAD,vs DET,0,0,1.26,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,11-8,.229,1.01,2.62
brusdar graterol,660813,Sep 24,LAD,vs SF,0,0,1.24,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,7-6,.226,0.99,2.61
brusdar graterol,660813,Sep 27,LAD,@ COL,0,0,1.22,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,10-8,.224,0.98,2.66
tyler wells,669330,Apr 3,BAL,@ TEX,0,0,0.00,1,0,0,0,0,0,5.0,0,0,0,0,0,0,0,2,47-33,.000,0.00,0.75
tyler wells,669330,Apr 9,BAL,vs NYY,0,1,3.27,1,1,0,0,0,0,6.0,6,4,4,2,0,0,0,6,89-61,.154,0.55,0.79
tyler wells,669330,Apr 14,BAL,@ CWS,0,0,3.86,1,1,0,0,0,0,5.1,5,3,3,1,0,1,0,3,85-55,.183,0.73,0.58
tyler wells,669330,Apr 21,BAL,vs DET,0,0,2.70,1,1,0,0,0,0,7.0,3,0,0,0,0,1,0,5,95-61,.171,0.69,0.49
tyler wells,669330,Apr 26,BAL,vs BOS,1,0,2.79,1,1,0,0,0,0,5.2,4,2,2,1,0,1,0,7,102-68,.176,0.72,0.56
tyler wells,669330,May 2,BAL,@ KC,1,0,3.34,1,1,0,0,0,0,6.0,3,4,4,3,1,3,0,4,92-60,.171,0.77,0.67
tyler wells,669330,May 7,BAL,@ ATL,0,0,3.15,1,1,0,0,0,0,5.0,3,1,1,1,0,1,0,4,96-53,.169,0.78,0.67
tyler wells,669330,May 13,BAL,vs PIT,1,0,2.68,1,1,0,0,0,0,7.0,1,0,0,0,0,2,0,8,96-59,.152,0.72,0.64
tyler wells,669330,May 18,BAL,vs LAA,0,0,2.94,1,1,0,0,0,0,5.0,6,3,3,2,0,1,0,7,95-59,.168,0.79,0.64
tyler wells,669330,May 24,BAL,@ NYY,0,0,3.47,1,1,0,0,0,0,5.0,5,5,5,3,0,2,0,8,95-60,.176,0.84,0.64
tyler wells,669330,May 29,BAL,vs CLE,0,1,3.29,1,1,0,0,0,0,6.0,4,1,1,0,0,0,0,7,101-65,.176,0.83,0.67
tyler wells,669330,Jun 4,BAL,@ SF,1,0,3.29,1,1,0,0,0,0,5.1,4,2,2,1,0,2,0,9,102-65,.178,0.85,0.68
tyler wells,669330,Jun 9,BAL,vs KC,1,0,3.24,1,1,0,0,0,0,6.2,5,2,2,0,0,1,0,4,92-58,.181,0.85,0.69
tyler wells,669330,Jun 15,BAL,vs TOR,1,0,3.20,1,1,0,0,0,0,6.2,5,2,2,2,0,1,0,8,90-65,.183,0.86,0.68
tyler wells,669330,Jun 21,BAL,@ TB,0,1,3.22,1,1,0,0,0,0,5.0,4,4,2,2,0,3,0,6,95-58,.185,0.89,0.67
tyler wells,669330,Jun 27,BAL,vs CIN,0,1,3.21,1,1,0,0,0,0,6.0,4,2,2,1,0,1,0,7,99-64,.185,0.88,0.64
tyler wells,669330,Jul 3,BAL,@ NYY,0,0,3.19,1,1,0,0,0,0,6.0,5,2,2,2,0,2,0,4,86-56,.188,0.90,0.61
tyler wells,669330,Jul 8,BAL,@ MIN,1,0,3.18,1,1,0,0,0,0,6.0,6,2,2,0,0,2,0,4,82-56,.193,0.93,0.64
tyler wells,669330,Jul 18,BAL,vs LAD,0,1,3.54,1,1,0,0,0,0,2.0,6,5,5,1,0,2,0,2,59-37,.202,0.98,0.63
tyler wells,669330,Jul 23,BAL,@ TB,0,0,3.65,1,1,0,0,0,0,4.1,1,3,3,1,2,4,0,5,77-44,.198,0.99,0.62
tyler wells,669330,Jul 29,BAL,vs NYY,0,1,3.80,1,1,0,0,0,0,2.2,3,3,3,2,1,3,0,1,63-39,.200,1.02,0.62
tyler wells,669330,Sep 22,BAL,@ CLE,0,0,3.73,1,0,0,0,0,0,2.0,0,0,0,0,0,0,0,1,19-12,.198,1.00,0.61
tyler wells,669330,Sep 27,BAL,vs WSH,0,0,3.70,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2,12-8,.196,0.99,0.61
tyler wells,669330,Sep 28,BAL,vs BOS,0,0,3.67,1,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,9-7,.195,0.99,0.63
jalen beeks,656222,Apr 2,TB,vs DET,0,0,9.00,1,0,0,0,0,0,1.0,1,1,1,1,0,0,0,1,11-7,.250,1.00,1.00
jalen beeks,656222,Apr 4,TB,@ WSH,0,0,3.00,1,0,0,0,0,0,2.0,2,0,0,0,0,1,0,1,17-9,.300,1.33,4.00
jalen beeks,656222,Apr 10,TB,vs BOS,0,0,1.80,1,1,0,0,0,0,2.0,1,0,0,0,0,0,0,2,27-18,.235,1.00,0.80
jalen beeks,656222,Apr 12,TB,vs BOS,0,0,3.00,1,0,0,0,0,0,1.0,1,1,1,0,0,0,0,1,13-8,.238,1.00,1.20
jalen beeks,656222,Apr 17,TB,@ CIN,0,1,3.00,1,1,0,0,0,0,3.0,1,1,1,1,0,2,0,1,41-27,.194,1.00,1.22
jalen beeks,656222,Apr 21,TB,vs CWS,0,0,5.59,1,0,0,0,0,0,0.2,0,3,3,0,0,5,0,2,37-14,.182,1.45,1.22
jalen beeks,656222,Apr 24,TB,vs HOU,0,0,5.06,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,13-9,.167,1.31,1.56
jalen beeks,656222,Apr 25,TB,vs HOU,0,0,4.63,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,20-11,.175,1.29,1.60
jalen beeks,656222,Apr 29,TB,@ CWS,0,0,4.26,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,17-12,.159,1.18,1.73
jalen beeks,656222,Apr 30,TB,@ CWS,0,1,7.43,1,0,0,0,0,0,0.2,4,5,5,0,1,0,0,0,23-15,.224,1.43,1.46
jalen beeks,656222,May 2,TB,vs PIT,0,0,6.91,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0,16-9,.212,1.40,1.69
jalen beeks,656222,May 6,TB,vs NYY,0,0,6.89,1,0,0,0,0,0,1.1,2,1,1,0,0,1,0,2,19-13,.224,1.47,1.85
jalen beeks,656222,May 7,TB,vs NYY,1,0,6.75,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,6-3,.220,1.44,1.85
jalen beeks,656222,May 10,TB,@ BAL,0,0,6.00,1,1,0,0,0,0,2.0,1,0,0,0,0,0,0,2,28-21,.212,1.33,1.73
jalen beeks,656222,May 13,TB,@ NYY,0,0,5.40,1,0,0,0,0,0,2.0,1,0,0,0,0,0,0,3,31-24,.205,1.25,1.75
jalen beeks,656222,May 16,TB,@ NYM,0,0,4.91,1,1,0,0,0,0,2.0,1,0,0,0,0,0,0,2,26-17,.200,1.18,1.67
jalen beeks,656222,May 18,TB,@ NYM,0,0,4.70,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,18-12,.202,1.17,1.63
jalen beeks,656222,May 21,TB,vs MIL,0,0,4.68,1,1,0,0,0,0,2.0,1,1,1,1,0,2,0,3,37-22,.198,1.20,1.52
jalen beeks,656222,May 26,TB,vs LAD,0,0,4.73,1,1,0,0,0,0,1.2,3,1,1,0,0,1,0,2,31-19,.212,1.28,1.55
jalen beeks,656222,May 28,TB,vs LAD,1,0,4.55,1,0,0,0,0,0,1.0,0,0,0,0,0,1,0,2,19-9,.204,1.27,1.42
jalen beeks,656222,May 31,TB,@ CHC,0,0,4.45,1,0,0,0,1,1,0.2,0,0,0,0,0,0,0,1,13-7,.200,1.24,1.36
jalen beeks,656222,Jun 3,TB,@ BOS,0,1,6.21,1,0,0,0,0,1,0.2,4,6,6,0,0,2,0,2,37-20,.225,1.41,1.36
jalen beeks,656222,Jun 6,TB,vs MIN,0,0,5.93,1,0,0,0,0,0,1.1,1,0,0,0,0,1,0,2,23-11,.224,1.42,1.35
jalen beeks,656222,Jun 10,TB,vs TEX,0,0,6.12,1,0,0,0,0,0,2.0,3,2,2,1,0,0,0,2,32-21,.232,1.42,1.32
jalen beeks,656222,Jun 13,TB,@ OAK,0,0,5.82,1,1,0,0,0,0,1.2,2,0,0,0,0,1,0,3,30-15,.235,1.44,1.31
jalen beeks,656222,Jul 1,TB,@ SEA,0,0,6.37,1,0,0,0,0,0,1.1,3,3,3,0,0,1,0,1,31-20,.246,1.50,1.19
jalen beeks,656222,Jul 4,TB,vs PHI,0,0,6.27,1,0,0,0,0,0,2.0,2,1,1,0,0,0,0,3,26-19,.247,1.47,1.15
jalen beeks,656222,Aug 9,TB,vs STL,0,0,6.41,1,1,0,0,0,0,2.0,3,2,2,0,0,1,0,1,32-22,.252,1.50,1.23
